age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,year_birth,salary,remote_work
24,No,Unknown,897.0,Research & Development,35,3,Medical,1,1746.0,35,Male,59.0,3,1,Human Resources,4,Married,6463.92,2097,0,No,14,3,4,40,1,3.0,2,3.0,2,2,1,1999,322920.0,No
27,No,Unknown,1054.0,Research & Development,48,3,Other,1,1751.0,48,Female,67.0,3,1,Research Scientist,4,Unknown,3445.0,6152,1,No,11,3,3,40,0,6.0,5,2.0,6,1,4,1996,379440.0,No
29,No,Unknown,461.0,Research & Development,1,3,Other,1,1753.0,4,Male,70.0,4,2,Healthcare Representative,3,Unknown,6294.0,23060,8,Yes,12,3,4,40,0,10.0,5,4.0,3,0,2,1994,165960.0,No
37,No,travel rarely,589.0,Sales,9,2,Marketing,1,1787.0,2,Male,46.0,2,2,Sales Executive,2,Unknown,6463.92,8800,1,No,14,3,1,40,2,11.25,2,3.0,5,0,3,1986,212040.0,No
46,No,Unknown,849.0,Sales,26,2,Life Sciences,1,1801.0,2,Male,98.0,2,2,Sales Executive,2,Unknown,6463.92,25166,8,No,15,3,3,40,0,6.0,3,3.0,2,2,2,1977,305640.0,No
43,No,non travel,343.0,Research & Development,9,3,Other,1,1813.0,1,Male,52.0,3,1,Research Scientist,3,Unknown,6463.92,24978,4,No,13,3,3,40,0,11.25,2,2.0,3,1,2,1980,123480.0,Yes
41,No,travel rarely,802.09,Research & Development,35,3,Other,1,1814.0,35,Male,85.0,4,2,Healthcare Representative,2,Single,6463.92,15530,3,No,12,3,1,40,0,11.25,3,1.0,3,1,2,1982,288750.68,No
31,No,Unknown,1125.0,Sales,7,4,Other,1,1833.0,1,Female,65.97,3,3,Sales Executive,1,Unknown,6463.92,8277,2,No,14,3,4,40,2,9.0,3,3.0,3,2,2,1992,405000.0,No
28,No,travel rarely,1217.0,Research & Development,1,3,Medical,1,1834.0,3,Female,67.0,3,1,Research Scientist,1,Unknown,3591.0,12719,1,No,25,4,3,40,1,11.25,3,3.0,3,1,2,1995,438120.0,No
38,No,Unknown,723.0,Sales,2,4,Other,1,1835.0,2,Female,77.0,1,2,Sales Representative,4,Unknown,5405.0,4244,2,Yes,20,4,1,40,2,20.0,4,2.0,4,0,3,1985,260280.0,Yes
58,No,travel frequently,1216.0,Research & Development,15,4,Life Sciences,1,1837.0,1,Male,87.0,3,4,Research Director,3,Married,6463.92,21624,2,No,14,3,2,40,0,23.0,3,3.0,2,2,2,1965,437760.0,Yes
29,Yes,travel rarely,350.0,Research & Development,13,3,Other,1,1844.0,1,Male,56.0,2,1,Human Resources,1,Divorced,6463.92,3157,4,No,15,3,4,40,3,11.25,3,3.0,2,2,0,1994,126000.0,No
47,No,travel rarely,207.0,Research & Development,9,4,Life Sciences,1,1856.0,2,Female,64.0,3,1,Laboratory Technician,3,Single,2105.0,5411,4,No,12,3,3,40,0,11.25,2,3.0,2,2,0,1976,74520.0,No
28,No,Unknown,280.0,Research & Development,1,2,Life Sciences,1,1858.0,3,Male,43.0,3,1,Human Resources,4,Unknown,6463.92,10494,1,No,15,3,2,40,1,3.0,2,3.0,3,2,2,1995,100800.0,Yes
55,No,travel rarely,836.0,Research & Development,2,4,Other,1,1873.0,2,Male,98.0,2,1,Research Scientist,4,Unknown,2662.0,7975,8,No,20,4,2,40,1,11.25,2,4.0,5,0,4,1968,300960.0,No
29,No,Unknown,592.0,Research & Development,7,3,Life Sciences,1,1883.0,4,Male,59.0,3,1,Laboratory Technician,1,Single,2062.0,19384,3,No,14,3,2,40,0,11.25,2,3.0,3,1,2,1994,213120.0,Yes
35,No,Unknown,219.0,Research & Development,16,2,Other,1,1886.0,16,Female,44.0,2,2,Manufacturing Director,2,Married,6463.92,25388,0,No,11,3,4,40,0,4.0,2,3.0,3,0,2,1988,78840.0,No
34,Yes,non travel,967.0,Research & Development,16,4,Technical Degree,1,1905.0,4,Male,85.0,1,1,Research Scientist,1,Unknown,6463.92,14460,1,No,23,4,2,40,1,11.25,2,3.0,5,3,0,1989,348120.0,Yes
56,Yes,travel rarely,802.09,Research & Development,24,2,Other,1,1907.0,1,Male,65.97,3,1,Laboratory Technician,4,Single,2587.0,10261,1,No,16,3,4,40,0,5.0,3,3.0,4,1,0,1967,288750.68,Yes
36,No,Unknown,335.0,Sales,17,2,Marketing,1,1908.0,3,Male,33.0,2,2,Sales Executive,2,Unknown,5507.0,16822,2,No,16,3,3,40,2,11.25,1,1.0,4,1,3,1987,120600.0,Yes
45,No,travel frequently,802.09,Research & Development,1,4,Medical,1,1922.0,2,Male,44.0,3,2,Healthcare Representative,3,Single,5399.0,14511,4,No,12,3,3,40,0,12.0,3,3.0,4,0,3,1978,288750.68,Yes
39,No,Unknown,1251.0,Sales,21,4,Other,1,1929.0,1,Female,32.0,1,2,Sales Executive,3,Unknown,6463.92,3987,6,No,19,3,3,40,1,10.0,1,3.0,3,1,2,1984,450360.0,No
31,No,Unknown,976.0,Research & Development,3,2,Other,1,1948.0,3,Male,48.0,3,1,Research Scientist,1,Divorced,6463.92,3995,1,No,13,3,4,40,1,4.0,3,2.77,4,2,3,1992,351360.0,Yes
38,No,travel frequently,1444.0,Research & Development,1,4,Other,1,1972.0,4,Male,65.97,3,1,Human Resources,2,Unknown,6463.92,5224,0,Yes,11,3,2,40,1,11.25,2,3.0,6,1,2,1985,519840.0,No
54,No,Unknown,802.09,Research & Development,10,3,Other,1,1980.0,3,Female,77.0,3,2,Manufacturing Director,1,Single,4440.0,25198,6,Yes,19,3,4,40,0,9.0,3,3.0,5,1,4,1969,288750.68,No
23,No,Unknown,571.0,Research & Development,12,2,Other,1,1982.0,4,Male,78.0,3,1,Laboratory Technician,4,Single,6463.92,13672,1,No,13,3,3,40,0,11.25,6,4.0,5,1,4,2000,205560.0,Yes
25,No,Unknown,977.0,Research & Development,2,1,Other,1,1992.0,4,Male,57.0,3,1,Laboratory Technician,3,Unknown,6463.92,7298,6,No,19,3,3,40,1,11.25,2,2.0,2,0,2,1998,351720.0,Yes
31,No,Unknown,1154.0,Sales,2,2,Life Sciences,1,1996.0,1,Male,54.0,3,1,Sales Representative,3,Unknown,6463.92,6393,0,No,19,3,3,40,1,11.25,1,3.0,2,1,2,1992,415440.0,Yes
35,No,travel rarely,1490.0,Research & Development,11,4,Medical,1,2003.0,4,Male,43.0,3,1,Laboratory Technician,3,Married,2660.0,20232,7,Yes,11,3,3,40,1,11.25,3,3.0,2,2,2,1988,536400.0,Yes
22,No,Unknown,581.0,Research & Development,1,2,Other,1,2007.0,4,Male,63.0,3,1,Research Scientist,3,Unknown,3375.0,17624,0,No,12,3,4,40,0,11.25,2,4.0,3,1,2,2001,209160.0,Yes
32,No,travel rarely,267.0,Research & Development,29,4,Other,1,2010.0,3,Female,49.0,2,1,Laboratory Technician,2,Single,6463.92,15919,1,No,13,3,3,40,0,6.0,3,3.0,6,4,1,1991,96120.0,No
29,Yes,travel rarely,1092.0,Research & Development,38,4,Other,1,2027.0,38,Male,36.0,3,1,Research Scientist,4,Married,4787.0,26124,9,No,14,3,2,40,3,4.0,3,4.0,2,2,2,1994,393120.0,Yes
32,No,travel rarely,529.0,Research & Development,2,3,Technical Degree,1,2038.0,4,Male,78.0,3,1,Research Scientist,1,Unknown,6463.92,11288,1,No,14,3,4,40,0,11.25,4,3.0,4,1,2,1991,190440.0,Yes
40,No,travel rarely,1322.0,Research & Development,2,4,Other,1,2048.0,3,Male,52.0,2,1,Research Scientist,3,Unknown,2809.0,2725,2,No,14,3,4,40,0,8.0,2,3.0,2,2,2,1983,475920.0,Yes
50,Yes,travel rarely,410.0,Sales,40,3,Marketing,1,2055.0,4,Male,39.0,2,3,Sales Executive,1,Unknown,10854.0,16586,4,No,13,3,2,40,1,20.0,3,3.0,3,2,0,1973,147600.0,Yes
26,No,Unknown,1167.0,Sales,5,3,Other,1,2060.0,4,Female,30.0,2,1,Sales Representative,3,Single,6463.92,21378,0,No,18,3,4,40,0,11.25,2,3.0,4,0,0,1997,420120.0,Yes
36,No,travel frequently,884.0,Research & Development,23,2,Medical,1,2061.0,3,Male,41.0,4,2,Laboratory Technician,4,Unknown,2571.0,12290,4,No,17,3,3,40,1,17.0,3,3.0,5,0,3,1987,318240.0,No
27,No,travel rarely,155.0,Research & Development,4,3,Life Sciences,1,2064.0,2,Male,87.0,4,2,Manufacturing Director,2,Unknown,6142.0,5174,1,Yes,20,4,2,40,1,6.0,0,3.0,6,0,3,1996,55800.0,No
33,No,Unknown,924.0,Research & Development,2,3,Medical,1,39.0,3,Male,78.0,3,1,Laboratory Technician,4,Unknown,2496.0,6670,4,No,11,3,4,40,0,7.0,3,3.0,1,0,0,1990,332640.0,No
36,No,Unknown,852.0,Research & Development,5,4,Life Sciences,1,51.0,2,Female,82.0,2,1,Research Scientist,1,Married,3419.0,13072,9,Yes,14,3,4,40,1,11.25,3,4.0,1,0,0,1987,306720.0,Yes
31,No,Unknown,1082.0,Research & Development,1,4,Medical,1,95.0,3,Male,87.0,3,1,Research Scientist,2,Single,2501.0,18775,1,No,17,3,2,40,0,1.0,4,3.0,1,1,0,1992,389520.0,Yes
22,No,travel rarely,802.09,Research & Development,2,1,Technical Degree,1,169.0,3,Male,100.0,3,1,Laboratory Technician,4,Unknown,6463.92,19299,0,No,14,3,3,40,1,3.0,2,3.0,2,2,1,2001,288750.68,Yes
27,No,Unknown,1450.0,Research & Development,3,3,Other,1,224.0,3,Male,79.0,2,1,Research Scientist,3,Divorced,2566.0,25326,1,No,15,3,4,40,1,1.0,2,2.0,1,0,1,1996,522000.0,Yes
33,No,travel rarely,134.0,Research & Development,2,3,Life Sciences,1,242.0,3,Male,90.0,3,1,Research Scientist,4,Unknown,6463.92,10515,0,No,14,3,1,40,0,4.0,2,2.77,3,0,2,1990,48240.0,Yes
36,No,travel frequently,635.0,Research & Development,18,1,Other,1,286.0,2,Female,73.0,3,1,Laboratory Technician,4,Single,6463.92,7703,1,No,13,3,1,40,0,8.0,2,3.0,8,1,7,1987,228600.0,Yes
37,No,Unknown,1017.0,Research & Development,18,2,Medical,1,340.0,18,Female,83.0,2,1,Research Scientist,1,Unknown,3920.0,18697,2,No,14,3,1,40,1,11.25,2,2.0,3,0,2,1986,366120.0,Yes
49,No,Unknown,1091.0,Research & Development,45,2,Technical Degree,1,431.0,45,Female,90.0,2,4,Healthcare Representative,3,Unknown,13964.0,17810,7,Yes,12,3,4,40,0,11.25,2,3.0,7,0,7,1974,392760.0,Yes
35,No,Unknown,755.0,Research & Development,9,4,Other,1,496.0,3,Male,97.0,2,2,Healthcare Representative,2,Single,6540.0,19394,9,No,19,3,3,40,0,11.25,5,3.0,1,0,0,1988,271800.0,Yes
22,No,Unknown,253.0,Research & Development,11,3,Medical,1,511.0,1,Female,43.0,3,1,Research Scientist,2,Married,2244.0,24440,1,No,13,3,4,40,1,2.0,1,3.0,2,1,2,2001,91080.0,No
33,No,Unknown,922.0,Research & Development,1,5,Other,1,612.0,1,Female,95.0,4,4,Research Director,3,Unknown,16184.0,22578,4,No,19,3,3,40,1,10.0,2,3.0,6,0,5,1990,331920.0,No
31,Yes,Unknown,1365.0,Sales,13,4,Medical,1,650.0,2,Male,46.0,3,2,Sales Executive,1,Divorced,4233.0,11512,2,No,17,3,3,40,0,11.25,2,1.0,3,1,2,1992,491400.0,No
45,Yes,Unknown,306.0,Sales,26,4,Other,1,684.0,1,Female,100.0,3,2,Sales Executive,1,Unknown,6463.92,5630,2,No,14,3,4,40,2,5.0,4,3.0,1,0,0,1978,110160.0,Yes
53,No,Unknown,970.0,Research & Development,7,3,Other,1,730.0,3,Male,59.0,4,4,Research Director,3,Married,14814.0,13514,3,No,19,3,3,40,0,32.0,3,3.0,5,1,3,1970,349200.0,Yes
34,No,travel rarely,970.0,Research & Development,8,2,Other,1,757.0,2,Female,96.0,3,2,Healthcare Representative,3,Unknown,6463.92,7360,3,No,11,3,4,40,0,10.0,2,3.0,5,4,3,1989,349200.0,Yes
28,No,travel rarely,1169.0,Research & Development,8,2,Medical,1,869.0,2,Male,63.0,2,1,Human Resources,4,Divorced,6463.92,23965,1,No,13,3,4,40,1,6.0,6,3.0,5,0,4,1995,420840.0,Yes
42,No,travel frequently,1271.0,Research & Development,2,1,Other,1,875.0,2,Male,35.0,3,1,Research Scientist,4,Single,6463.92,9068,5,No,14,3,4,40,0,8.0,2,3.0,2,2,2,1981,457560.0,Yes
40,No,Unknown,1469.0,Research & Development,9,4,Other,1,964.0,4,Male,65.97,3,1,Research Scientist,2,Unknown,3617.0,25063,8,Yes,14,3,4,40,1,3.0,2,2.77,1,0,0,1983,528840.0,Yes
37,Yes,Unknown,625.0,Sales,1,4,Life Sciences,1,970.0,1,Male,46.0,2,3,Sales Executive,3,Married,6463.92,14922,5,No,11,3,3,40,0,11.25,2,1.0,14,11,7,1986,225000.0,Yes
38,No,Unknown,1391.0,Research & Development,10,1,Other,1,1006.0,3,Male,66.0,3,1,Research Scientist,3,Married,2684.0,12127,0,No,17,3,2,40,1,3.0,0,2.0,2,0,2,1985,500760.0,No
34,No,travel rarely,1333.0,Sales,10,4,Life Sciences,1,1055.0,3,Female,87.0,3,1,Sales Representative,3,Married,6463.92,18410,1,Yes,19,3,4,40,1,1.0,2,3.0,1,0,0,1989,479880.0,No
50,No,travel rarely,1464.0,Research & Development,12,4,Medical,1,1061.0,12,Male,62.0,3,5,Research Director,3,Married,19237.0,12853,2,No,11,3,4,40,1,29.0,2,2.0,8,7,7,1973,527040.0,No
26,Yes,Unknown,1330.0,Research & Development,21,3,Other,1,1107.0,1,Male,37.0,3,1,Laboratory Technician,3,Unknown,2377.0,19373,1,No,20,3,3,40,1,1.0,0,2.0,1,0,0,1997,478800.0,No
40,No,Unknown,902.0,Research & Development,29,2,Medical,1,1180.0,29,Female,92.0,2,2,Research Scientist,4,Married,4422.0,21203,3,Yes,13,3,4,40,1,16.0,3,1.0,1,0,0,1983,324720.0,Yes
19,No,travel rarely,645.0,Research & Development,47,2,Other,1,1193.0,3,Male,54.0,3,1,Research Scientist,1,Single,2552.0,7172,1,No,25,3,3,40,0,1.0,4,3.0,1,0,0,2004,232200.0,No
20,No,travel rarely,654.0,Sales,21,3,Marketing,1,1226.0,3,Male,43.0,4,1,Sales Representative,4,Single,2678.0,5050,1,No,17,3,4,40,0,2.0,2,3.0,2,2,2,2003,235440.0,Yes
59,No,Unknown,326.0,Sales,3,3,Other,1,1254.0,3,Female,48.0,2,2,Sales Executive,4,Single,5171.0,16490,5,No,17,3,4,40,0,13.0,2,3.0,6,0,5,1964,117360.0,No
30,No,travel rarely,634.0,Research & Development,17,4,Medical,1,1321.0,2,Female,95.0,3,3,Manager,1,Unknown,11916.0,25927,1,Yes,23,4,4,40,2,11.25,2,3.0,9,0,8,1993,228240.0,No
45,No,travel rarely,1448.0,Research & Development,29,3,Other,1,1465.0,2,Male,55.0,3,3,Manufacturing Director,4,Married,9380.0,14720,4,Yes,18,3,4,40,2,11.25,4,4.0,3,1,2,1978,521280.0,Yes
30,No,Unknown,1358.0,Sales,42,1,Life Sciences,1,1479.0,4,Male,96.0,3,2,Sales Executive,3,Unknown,6463.92,2939,8,No,15,3,3,40,2,4.0,2,2.0,2,2,2,1993,488880.0,No
24,No,Unknown,802.09,Research & Development,24,2,Technical Degree,1,1551.0,3,Male,57.0,2,1,Laboratory Technician,1,Unknown,6463.92,10036,0,No,14,3,2,40,3,11.25,3,3.0,1,0,0,1999,288750.68,No
32,No,Unknown,824.0,Research & Development,5,2,Life Sciences,1,1555.0,4,Female,67.0,2,2,Research Scientist,2,Married,5878.0,15624,3,No,12,3,1,40,1,12.0,2,3.0,7,2,5,1991,296640.0,Yes
28,Yes,travel rarely,329.0,Research & Development,24,3,Medical,1,1604.0,3,Male,51.0,3,1,Laboratory Technician,2,Married,6463.92,7324,1,No,17,3,3,40,3,11.25,3,3.0,1,0,0,1995,118440.0,No
49,No,Unknown,1313.0,Sales,11,4,Other,1,1757.0,4,Female,65.97,3,2,Sales Executive,4,Single,6463.92,8191,3,No,12,3,3,40,0,8.0,1,4.0,5,0,4,1974,472680.0,Yes
38,No,travel frequently,594.0,Research & Development,2,2,Medical,1,1760.0,3,Female,75.0,2,1,Laboratory Technician,2,Married,2468.0,15963,4,No,14,3,2,40,1,9.0,4,2.0,6,0,5,1985,213840.0,No
46,No,travel rarely,734.0,Research & Development,2,4,Other,1,1789.0,3,Male,46.0,3,5,Research Director,4,Unknown,6463.92,14218,7,No,17,3,3,40,1,24.0,3,3.0,2,2,2,1977,264240.0,Yes
34,Yes,travel frequently,234.0,Research & Development,9,4,Life Sciences,1,1807.0,4,Male,93.0,3,2,Laboratory Technician,1,Unknown,6463.92,6208,4,No,17,3,3,40,1,11.25,3,2.0,7,0,7,1989,84240.0,No
39,No,Unknown,766.0,Sales,20,3,Life Sciences,1,1812.0,3,Male,83.0,3,2,Sales Executive,4,Unknown,4127.0,19188,2,No,18,3,4,40,1,7.0,6,3.0,2,2,2,1984,275760.0,No
26,Yes,travel rarely,920.0,Research & Development,20,2,Other,1,1818.0,4,Female,69.0,3,1,Human Resources,2,Married,2148.0,6889,0,Yes,11,3,3,40,0,6.0,3,3.0,5,1,4,1997,331200.0,Yes
54,No,travel rarely,431.0,Research & Development,7,4,Medical,1,1830.0,4,Female,68.0,3,2,Research Scientist,4,Married,6463.92,15696,4,No,15,3,2,40,1,14.0,2,2.0,7,1,7,1969,155160.0,No
36,No,travel frequently,1213.0,Research & Development,2,1,Other,1,1890.0,2,Male,94.0,2,2,Human Resources,4,Unknown,3886.0,4223,1,No,21,4,4,40,0,10.0,2,2.0,10,0,8,1987,436680.0,Yes
32,Yes,travel frequently,238.0,Research & Development,5,2,Other,1,1939.0,1,Female,47.0,4,1,Research Scientist,3,Unknown,6463.92,15318,3,Yes,14,3,1,40,0,8.0,2,3.0,4,0,3,1991,85680.0,No
33,No,Unknown,1313.0,Research & Development,1,2,Medical,1,1994.0,2,Male,59.0,2,1,Laboratory Technician,3,Divorced,6463.92,20439,1,No,12,3,3,40,3,11.25,2,2.0,1,0,0,1990,472680.0,No
37,Yes,travel rarely,1373.0,Research & Development,2,2,Other,1,4.0,4,Male,92.0,2,1,Laboratory Technician,3,Single,2090.0,2396,6,Yes,15,3,2,40,0,7.0,3,3.0,0,0,0,1986,494280.0,Yes
59,No,travel rarely,1324.0,Research & Development,3,3,Medical,1,10.0,3,Female,81.0,4,1,Laboratory Technician,1,Unknown,6463.92,9964,4,No,20,3,1,40,3,12.0,3,2.0,1,0,0,1964,476640.0,Yes
21,No,travel rarely,391.0,Research & Development,15,2,Other,1,30.0,3,Male,96.0,3,1,Research Scientist,4,Single,6463.92,19281,1,No,14,3,4,40,0,0.0,6,3.0,0,0,0,2002,140760.0,Yes
30,No,travel rarely,125.0,Research & Development,9,2,Medical,1,41.0,4,Male,83.0,2,1,Laboratory Technician,3,Unknown,6463.92,16117,1,No,13,3,1,40,0,10.0,5,3.0,10,1,8,1993,45000.0,No
39,Yes,travel rarely,895.0,Sales,18,3,Technical Degree,1,42.0,18,Male,56.0,3,2,Sales Representative,4,Married,2086.0,3335,3,No,14,3,3,40,1,19.0,6,4.0,1,0,0,1984,322200.0,Yes
35,No,Unknown,802.09,Research & Development,4,2,Other,1,53.0,3,Male,75.0,3,1,Laboratory Technician,4,Divorced,1951.0,10910,1,No,12,3,3,40,1,1.0,3,3.0,1,0,0,1988,288750.68,Yes
27,No,Unknown,1240.0,Research & Development,2,4,Life Sciences,1,54.0,4,Female,33.0,3,1,Laboratory Technician,1,Divorced,6463.92,19715,1,No,13,3,4,40,1,11.25,6,3.0,1,0,0,1996,446400.0,No
26,Yes,Unknown,1357.0,Research & Development,25,3,Life Sciences,1,55.0,1,Male,48.0,1,1,Laboratory Technician,3,Single,6463.92,10558,1,No,12,3,3,40,0,1.0,2,2.0,1,0,1,1997,488520.0,No
48,Yes,Unknown,626.0,Research & Development,1,2,Other,1,64.0,1,Male,98.0,2,3,Laboratory Technician,3,Unknown,6463.92,19294,9,No,13,3,4,40,0,11.25,2,3.0,1,0,0,1975,225360.0,No
35,No,non travel,1097.0,Research & Development,11,2,Medical,1,70.0,3,Male,79.0,2,3,Healthcare Representative,1,Married,6463.92,8302,2,Yes,13,3,3,40,1,10.0,3,3.0,4,2,3,1988,394920.0,Yes
55,No,travel rarely,836.0,Research & Development,8,3,Other,1,84.0,4,Female,65.97,3,4,Manager,3,Divorced,6463.92,19730,2,Yes,14,3,3,40,3,21.0,2,3.0,5,0,2,1968,300960.0,Yes
36,No,travel rarely,132.0,Research & Development,6,3,Life Sciences,1,97.0,2,Female,55.0,4,1,Laboratory Technician,4,Unknown,3038.0,22002,3,No,12,3,2,40,0,11.25,3,3.0,1,0,0,1987,47520.0,Yes
55,No,Unknown,111.0,Sales,1,2,Other,1,106.0,1,Male,70.0,3,3,Sales Executive,4,Married,6463.92,18092,3,No,14,3,4,40,1,11.25,4,3.0,1,1,0,1968,39960.0,Yes
23,No,Unknown,541.0,Sales,2,1,Technical Degree,1,113.0,3,Male,62.0,3,1,Sales Representative,1,Divorced,2322.0,9518,3,No,13,3,3,40,1,11.25,3,3.0,0,0,0,2000,194760.0,No
20,Yes,Unknown,871.0,Research & Development,6,3,Life Sciences,1,137.0,4,Female,66.0,2,1,Laboratory Technician,4,Single,2926.0,19783,1,Yes,18,3,2,40,0,11.25,5,3.0,1,1,0,2003,313560.0,No
37,No,Unknown,1040.0,Research & Development,2,2,Life Sciences,1,139.0,3,Male,100.0,2,2,Healthcare Representative,4,Divorced,6463.92,15850,5,No,14,3,4,40,1,17.0,2,4.0,1,0,0,1986,374400.0,No
22,No,Unknown,802.09,Research & Development,15,3,Other,1,144.0,2,Female,59.0,3,1,Laboratory Technician,4,Single,6463.92,23785,1,No,15,3,3,40,0,11.25,5,3.0,0,0,0,2001,288750.68,No
36,No,Unknown,922.0,Research & Development,3,2,Life Sciences,1,155.0,1,Female,39.0,3,1,Laboratory Technician,4,Divorced,2835.0,2561,5,No,22,4,1,40,1,11.25,2,3.0,1,0,0,1987,331920.0,No
19,Yes,travel rarely,528.0,Sales,22,1,Marketing,1,167.0,4,Male,65.97,3,1,Sales Representative,3,Single,6463.92,26820,1,Yes,19,3,4,40,0,0.0,2,2.0,0,0,0,2004,190080.0,Yes
41,No,Unknown,802.09,Research & Development,9,4,Life Sciences,1,200.0,3,Male,94.0,3,1,Laboratory Technician,1,Unknown,6463.92,6961,2,No,21,4,4,40,1,7.0,2,3.0,5,1,4,1982,288750.68,Yes
19,No,Unknown,802.09,Research & Development,18,1,Other,1,201.0,2,Female,79.0,3,1,Laboratory Technician,2,Single,6463.92,16102,1,No,14,3,4,40,0,1.0,3,3.0,1,0,0,2004,288750.68,No
51,No,Unknown,1169.0,Research & Development,7,4,Other,1,211.0,2,Male,34.0,2,2,Manufacturing Director,3,Married,6463.92,13983,2,No,17,3,3,40,0,10.0,2,3.0,1,0,0,1972,420840.0,Yes
58,No,Unknown,1145.0,Research & Development,9,3,Other,1,214.0,2,Female,75.0,2,1,Research Scientist,2,Married,6463.92,11873,4,Yes,20,4,2,40,1,9.0,3,2.0,1,0,0,1965,412200.0,No
19,Yes,travel rarely,303.0,Research & Development,2,3,Life Sciences,1,243.0,2,Male,65.97,2,1,Laboratory Technician,4,Single,6463.92,9241,1,No,22,4,3,40,0,1.0,3,2.0,1,1,0,2004,109080.0,Yes
38,No,travel rarely,1261.0,Research & Development,38,4,Other,1,271.0,4,Male,65.97,3,2,Manufacturing Director,3,Unknown,6553.0,7259,9,No,14,3,2,40,0,14.0,3,3.0,1,0,0,1985,453960.0,No
38,Yes,Unknown,1180.0,Research & Development,29,1,Medical,1,282.0,2,Male,70.0,3,2,Healthcare Representative,1,Married,6673.0,11354,7,Yes,19,3,2,40,0,17.0,2,3.0,1,0,0,1985,424800.0,No
59,No,travel rarely,142.0,Research & Development,3,3,Life Sciences,1,309.0,3,Male,70.0,2,1,Research Scientist,4,Married,2177.0,8456,3,No,17,3,1,40,1,7.0,6,3.0,1,0,0,1964,51120.0,Yes
50,No,travel rarely,854.0,Research & Development,1,4,Medical,1,323.0,4,Female,68.0,3,5,Manager,4,Divorced,19517.0,24118,3,No,11,3,3,40,1,11.25,3,2.0,7,0,6,1973,307440.0,No
41,No,travel rarely,1411.0,Research & Development,19,2,Life Sciences,1,334.0,3,Male,36.0,3,2,Research Scientist,1,Divorced,6463.92,19877,2,No,16,3,1,40,2,17.0,2,2.0,1,0,0,1982,507960.0,Yes
37,Yes,Unknown,504.0,Research & Development,10,3,Medical,1,342.0,1,Male,61.0,3,3,Manufacturing Director,3,Unknown,10048.0,22573,6,No,11,3,2,40,2,17.0,5,3.0,1,0,0,1986,181440.0,Yes
28,Yes,travel rarely,529.0,Research & Development,2,4,Life Sciences,1,364.0,1,Male,79.0,3,1,Laboratory Technician,3,Single,6463.92,14935,2,No,11,3,3,40,0,5.0,5,1.0,0,0,0,1995,190440.0,No
31,No,travel rarely,1463.0,Research & Development,23,3,Medical,1,367.0,2,Male,64.0,2,2,Healthcare Representative,4,Unknown,6463.92,14408,0,No,21,3,2,40,1,10.0,2,3.0,9,7,8,1992,526680.0,Yes
44,Yes,travel frequently,920.0,Research & Development,12,3,Life Sciences,1,392.0,12,Male,43.0,3,1,Laboratory Technician,3,Unknown,3161.0,19920,3,Yes,22,4,4,40,1,19.0,0,1.0,1,0,0,1979,331200.0,Yes
36,No,Unknown,506.0,Research & Development,3,3,Technical Degree,1,397.0,3,Male,30.0,3,2,Research Scientist,2,Single,6463.92,26285,4,No,12,3,4,40,0,10.0,2,3.0,8,7,7,1987,182160.0,Yes
36,No,Unknown,566.0,Research & Development,18,4,Life Sciences,1,407.0,3,Male,81.0,4,1,Laboratory Technician,4,Married,6463.92,7122,4,No,18,3,4,40,2,4.0,2,3.0,1,0,0,1987,203760.0,Yes
39,Yes,travel rarely,1162.0,Sales,3,2,Other,1,445.0,4,Female,41.0,3,2,Sales Executive,3,Married,5238.0,17778,4,Yes,18,3,1,40,0,12.0,3,2.0,1,0,0,1984,418320.0,Yes
42,No,travel rarely,810.0,Research & Development,23,5,Other,1,468.0,1,Female,44.0,3,4,Research Director,4,Single,15992.0,15901,2,No,14,3,2,40,0,16.0,2,3.0,1,0,0,1981,291600.0,No
32,No,Unknown,1062.0,Research & Development,2,3,Other,1,471.0,3,Female,75.0,3,1,Laboratory Technician,2,Married,2370.0,3956,1,No,13,3,3,40,1,8.0,4,3.0,8,0,7,1991,382320.0,Yes
48,No,travel rarely,530.0,Research & Development,29,1,Medical,1,473.0,1,Female,91.0,3,3,Manager,3,Married,6463.92,23978,3,No,21,4,2,40,1,15.0,3,1.0,0,0,0,1975,190800.0,Yes
42,No,travel rarely,1332.0,Research & Development,2,4,Other,1,477.0,1,Male,98.0,2,2,Healthcare Representative,4,Unknown,6781.0,17078,3,No,23,4,2,40,0,11.25,6,3.0,1,0,0,1981,479520.0,No
36,No,non travel,845.0,Sales,1,5,Medical,1,479.0,4,Female,45.0,3,2,Sales Executive,4,Unknown,6653.0,15276,4,No,15,3,2,40,0,11.25,6,3.0,1,0,0,1987,304200.0,Yes
33,Yes,travel rarely,350.0,Sales,5,3,Marketing,1,485.0,4,Female,34.0,3,1,Sales Representative,3,Single,2851.0,9150,1,No,13,3,2,40,0,1.0,2,3.0,1,0,0,1990,126000.0,No
